"행정구역","2025년06월_남자 평균연령","2025년06월_여자 평균연령"
"경상북도 구미시 양포동(4719069000)","35.7","37.1"
"경상북도 구미시 공단동(4719070000)","39.3","40.4"
"경상북도 영주시 (4721000000)","49.5","53.8"
"경상북도 영주시 풍기읍(4721025000)","50.9","57.5"
"경상북도 영주시 이산면(4721031000)","59.3","62.8"
"경상북도 영주시 평은면(4721032000)","61.7","66.6"
"경상북도 영주시 문수면(4721033000)","58.4","64.1"
"경상북도 영주시 장수면(4721034000)","58.6","64.7"
"경상북도 영주시 안정면(4721035000)","59.4","66"
"경상북도 영주시 봉현면(4721036000)","58.8","61.7"
"경상북도 영주시 순흥면(4721037000)","60.8","65.1"
"경상북도 영주시 단산면(4721038000)","61","67.4"
"경상북도 영주시 부석면(4721039000)","61.5","66.4"
"경상북도 영주시 상망동(4721051000)","48.7","52.1"
"경상북도 영주시 하망동(4721052500)","48","53.6"
"경상북도 영주시 영주1동(4721055000)","53.6","58.5"
"경상북도 영주시 영주2동(4721056000)","54.3","59.3"
"경상북도 영주시 휴천1동(4721059000)","45.6","48.9"
"경상북도 영주시 휴천2동(4721060000)","49.3","53.2"
"경상북도 영주시 휴천3동(4721061000)","49.7","53.6"
"경상북도 영주시 가흥1동(4721062000)","39.6","42.3"
"경상북도 영주시 가흥2동(4721063000)","43.6","47.5"
"경상북도 영천시 (4723000000)","51.4","55.3"
"경상북도 영천시 금호읍(4723025000)","55.2","59.6"
"경상북도 영천시 청통면(4723031000)","57.8","63.5"
"경상북도 영천시 신녕면(4723032000)","58.3","62.6"
"경상북도 영천시 화산면(4723033000)","59.8","66.6"
"경상북도 영천시 화북면(4723034000)","60.2","65.1"
"경상북도 영천시 화남면(4723035000)","58.8","64.5"
"경상북도 영천시 자양면(4723036000)","60.2","65.3"
"경상북도 영천시 임고면(4723037000)","59.4","64.5"
"경상북도 영천시 고경면(4723038000)","52.6","59.3"
"경상북도 영천시 북안면(4723039000)","60.5","65.6"
"경상북도 영천시 대창면(4723040000)","59.1","62.5"
"경상북도 영천시 동부동(4723051000)","44.6","48.5"
"경상북도 영천시 중앙동(4723052000)","45.7","49.2"
"경상북도 영천시 서부동(4723053500)","53.8","58.1"
"경상북도 영천시 완산동(4723054000)","44.1","46.7"
"경상북도 영천시 남부동(4723055500)","52","57.1"
"경상북도 상주시 (4725000000)","51.8","56.7"
"경상북도 상주시 함창읍(4725025000)","54.3","59"
"경상북도 상주시 중동면(4725031000)","59.5","66.9"
"경상북도 상주시 사벌국면(4725032500)","57.5","65.8"
"경상북도 상주시 낙동면(4725033000)","59.2","65.8"
"경상북도 상주시 낙동면동부출장소(4725033500)","60.4","65.8"
"경상북도 상주시 청리면(4725034000)","59.5","65.9"
"경상북도 상주시 공성면(4725035000)","57.5","63.9"
"경상북도 상주시 외남면(4725036000)","60.3","66.9"
"경상북도 상주시 내서면(4725037000)","61.4","65.8"
"경상북도 상주시 모동면(4725038000)","56.4","60.5"
"경상북도 상주시 모서면(4725039000)","57.7","65.2"
"경상북도 상주시 모서면서부출장소(4725039500)","58.7","64.2"
"경상북도 상주시 화동면(4725040000)","58","62.3"
"경상북도 상주시 화서면(4725041000)","54.7","58.8"
"경상북도 상주시 화북면(4725042000)","59.7","61.6"
"경상북도 상주시 화북면서부출장소(4725042600)","63.1","68.2"
"경상북도 상주시 외서면(4725043000)","58.8","63.7"
"경상북도 상주시 은척면(4725044000)","62.5","67.8"
"경상북도 상주시 은척면북부출장소(4725044500)","62.1","68.8"
"경상북도 상주시 공검면(4725045000)","60.1","67"
"경상북도 상주시 이안면(4725046000)","59.3","66.2"
"경상북도 상주시 화남면(4725047000)","58.9","63.1"
"경상북도 상주시 남원동(4725052000)","46","51"
"경상북도 상주시 북문동(4725053000)","45.6","49"
"경상북도 상주시 계림동(4725054000)","44.5","49"
"경상북도 상주시 동문동(4725055000)","48.9","52.3"
"경상북도 상주시 동성동(4725056000)","51.8","58"
"경상북도 상주시 신흥동(4725057000)","44.2","48.2"
"경상북도 문경시 (4728000000)","51.7","56.3"
"경상북도 문경시 문경읍(4728025000)","55.4","59.7"
"경상북도 문경시 문경읍갈평출장소(4728025100)","58.6","64.1"
"경상북도 문경시 가은읍(4728025300)","59.1","64.8"
"경상북도 문경시 가은읍북부출장소(4728025400)","60.8","62.2"
"경상북도 문경시 영순면(4728031000)","55.9","61.9"
"경상북도 문경시 산양면(4728032000)","58.3","64"
"경상북도 문경시 호계면(4728033000)","57","60.6"
"경상북도 문경시 산북면(4728034000)","60","67.4"
"경상북도 문경시 동로면(4728035000)","58.4","62.2"
"경상북도 문경시 마성면(4728036000)","58.6","66.7"
"경상북도 문경시 농암면(4728037000)","60.1","66.2"
"경상북도 문경시 점촌1동(4728057000)","49.8","55.3"
"경상북도 문경시 점촌2동(4728058000)","50.5","55.2"
"경상북도 문경시 점촌3동(4728059000)","48.2","53.2"
"경상북도 문경시 점촌4동(4728060000)","55.5","61.4"
"경상북도 문경시 점촌5동(4728061000)","42.2","45.1"
"경상북도 경산시 (4729000000)","44.6","47.3"
"경상북도 경산시 하양읍(4729025000)","41.7","45"
"경상북도 경산시 진량읍(4729025300)","45.2","47.8"
"경상북도 경산시 압량읍(4729025600)","41.3","43.4"
"경상북도 경산시 와촌면(4729031000)","56.9","60.8"
"경상북도 경산시 자인면(4729033000)","56.2","61.2"
"경상북도 경산시 용성면(4729034000)","60.3","64.8"
"경상북도 경산시 남산면(4729035000)","58.3","62.6"
"경상북도 경산시 남천면(4729037000)","58.6","63.4"
"경상북도 경산시 중방동(4729051000)","46.7","49.1"
"경상북도 경산시 중앙동(4729052000)","49.9","54.5"
"경상북도 경산시 남부동(4729053000)","44.4","47.8"
"경상북도 경산시 서부1동(4729054100)","45.8","48"
"경상북도 경산시 서부2동(4729054200)","42","44.2"
"경상북도 경산시 북부동(4729055000)","42.1","42.7"
"경상북도 경산시 동부동(4729056000)","43.1","46.7"
"경상북도 의성군 (4773000000)","57.4","62.7"
"경상북도 의성군 의성읍(4773025000)","50.3","55.5"
"경상북도 의성군 단촌면(4773031000)","60.4","66.8"
"경상북도 의성군 점곡면(4773032000)","61.2","68.4"
"경상북도 의성군 옥산면(4773033000)","61.5","66.1"
"경상북도 의성군 사곡면(4773034000)","62.9","68.9"
"경상북도 의성군 춘산면(4773035000)","61.5","64.9"
"경상북도 의성군 가음면(4773036000)","62.6","65.4"
"경상북도 의성군 금성면(4773037000)","60.1","65.1"
"경상북도 의성군 봉양면(4773038000)","55.2","61.4"
"경상북도 의성군 비안면(4773039000)","60.6","66"
"경상북도 의성군 구천면(4773040000)","62.2","67.1"
"경상북도 의성군 단밀면(4773041000)","60.7","66.5"
"경상북도 의성군 단북면(4773042000)","59.9","67.7"
"경상북도 의성군 안계면(4773043000)","54.2","59"
"경상북도 의성군 다인면(4773044000)","60.9","66.4"
"경상북도 의성군 신평면(4773045000)","63.8","68.8"
"경상북도 의성군 안평면(4773046000)","63.1","68.5"
"경상북도 의성군 안사면(4773047000)","61.8","67.8"
"경상북도 청송군 (4775000000)","56.2","61"
"경상북도 청송군 청송읍(4775025000)","51.7","56.5"
"경상북도 청송군 주왕산면(4775031500)","59.9","65"
"경상북도 청송군 부남면(4775032000)","60.5","64"
"경상북도 청송군 현동면(4775033000)","57.3","61.3"
"경상북도 청송군 현서면(4775034000)","59.8","63.6"
"경상북도 청송군 안덕면(4775035000)","59.7","65.3"
"경상북도 청송군 파천면(4775036000)","60.8","65.5"
"경상북도 청송군 진보면(4775037000)","52.8","58"
"경상북도 영양군 (4776000000)","55.7","60.6"
"경상북도 영양군 영양읍(4776025000)","50.4","55.1"
"경상북도 영양군 입암면(4776031000)","58.1","64.9"
"경상북도 영양군 청기면(4776032000)","62.5","67.4"
"경상북도 영양군 일월면(4776033000)","60.4","64.3"
"경상북도 영양군 수비면(4776034000)","58","63.8"
"경상북도 영양군 석보면(4776035000)","59.6","64.9"
"경상북도 영덕군 (4777000000)","55.4","60.9"
"경상북도 영덕군 영덕읍(4777025000)","49.3","53.4"
"경상북도 영덕군 강구면(4777031000)","55.3","62.1"
"경상북도 영덕군 남정면(4777032000)","60.9","67.1"
"경상북도 영덕군 달산면(4777033000)","61.6","69.2"
"경상북도 영덕군 지품면(4777034000)","61.5","67.1"
"경상북도 영덕군 지품면원전출장소(4777034500)","63.6","69"
"경상북도 영덕군 축산면(4777035000)","61.1","66.3"
"경상북도 영덕군 축산면축산출장소(4777035500)","60.4","65.3"
"경상북도 영덕군 영해면(4777036000)","53.9","59.4"
"경상북도 영덕군 병곡면(4777037000)","60","67.9"
"경상북도 영덕군 창수면(4777038000)","64.8","69.7"
"경상북도 청도군 (4782000000)","56.8","60.8"
"경상북도 청도군 화양읍(4782025000)","50.6","53.7"
"경상북도 청도군 화양읍남성현출장소(4782025100)","57.9","64.2"
"경상북도 청도군 청도읍(4782025300)","53.4","57.4"
"경상북도 청도군 청도읍유호출장소(4782025400)","60.2","65.6"
"경상북도 청도군 각남면(4782031000)","59.9","65.5"
"경상북도 청도군 풍각면(4782032000)","58.5","63.3"
"경상북도 청도군 각북면(4782033000)","61.4","63.6"
"경상북도 청도군 이서면(4782034000)","57.5","60.8"
"경상북도 청도군 운문면(4782035000)","61.5","66.4"
"경상북도 청도군 금천면(4782036000)","62","66"
"경상북도 청도군 매전면(4782037000)","61.5","66.2"
"경상북도 고령군 (4783000000)","54.2","58.2"
"경상북도 고령군 대가야읍(4783025300)","50.5","54.3"
"경상북도 고령군 덕곡면(4783031000)","60.7","65.9"
"경상북도 고령군 운수면(4783032000)","59.5","65.7"
"경상북도 고령군 성산면(4783033000)","58.5","62"
"경상북도 고령군 다산면(4783034000)","50.4","53.3"
"경상북도 고령군 개진면(4783035000)","59.1","66.2"
"경상북도 고령군 우곡면(4783036000)","61","66.4"
"경상북도 고령군 쌍림면(4783037000)","59.7","65"
"경상북도 성주군 (4784000000)","55","58.7"
"경상북도 성주군 성주읍(4784025000)","47.5","50.9"
"경상북도 성주군 선남면(4784031000)","57","60.7"
"경상북도 성주군 용암면(4784032000)","58.8","63.2"
"경상북도 성주군 수륜면(4784033000)","59.7","63.4"
"경상북도 성주군 가천면(4784034000)","60.6","64.8"
"경상북도 성주군 금수강산면(4784035500)","60.9","65.6"
"경상북도 성주군 대가면(4784036000)","59.1","64.5"
"경상북도 성주군 벽진면(4784037000)","59.8","62.7"
"경상북도 성주군 초전면(4784038000)","56.7","60.9"
"경상북도 성주군 월항면(4784039000)","57.4","61.8"
"경상북도 칠곡군 (4785000000)","46.1","48.7"
"경상북도 칠곡군 왜관읍(4785025000)","46.6","49.9"
"경상북도 칠곡군 북삼읍(4785025300)","44.6","46.4"
"경상북도 칠곡군 석적읍(4785025600)","39","39.3"
"경상북도 칠곡군 지천면(4785031000)","59.7","64.8"
"경상북도 칠곡군 동명면(4785032000)","58","63.6"
"경상북도 칠곡군 가산면(4785033000)","59.4","63.2"
"경상북도 칠곡군 약목면(4785036000)","53.6","57.7"
"경상북도 칠곡군 기산면(4785037000)","53.7","57.6"
"경상북도 예천군 (4790000000)","49.5","53.2"
"경상북도 예천군 예천읍(4790025000)","51.5","56.2"
"경상북도 예천군 호명읍(4790025300)","37.2","38.5"
"경상북도 예천군 용문면(4790031000)","61.4","68.2"
"경상북도 예천군 감천면(4790034000)","62.4","68.7"
"경상북도 예천군 보문면(4790035000)","61.3","67.1"
"경상북도 예천군 유천면(4790037000)","52.3","61.3"
"경상북도 예천군 용궁면(4790038000)","61.7","66.9"
"경상북도 예천군 개포면(4790039000)","64.3","70.3"
"경상북도 예천군 지보면(4790040000)","62.3","68.6"
"경상북도 예천군 풍양면(4790041000)","61.2","68"
"경상북도 예천군 효자면(4790042000)","61.3","65.2"
"경상북도 예천군 은풍면(4790043000)","61.4","65.9"
"경상북도 봉화군 (4792000000)","56.3","60.8"
"경상북도 봉화군 봉화읍(4792025000)","51.1","54.7"
"경상북도 봉화군 물야면(4792031000)","60.6","65.6"
"경상북도 봉화군 봉성면(4792032000)","59.6","65.3"
"경상북도 봉화군 법전면(4792033000)","59.9","65"
"경상북도 봉화군 춘양면(4792034000)","57","61.9"
"경상북도 봉화군 소천면(4792035000)","60.4","65.1"
"경상북도 봉화군 재산면(4792036000)","60.7","64.6"
"경상북도 봉화군 명호면(4792037000)","59.3","64.8"
"경상북도 봉화군 상운면(4792038000)","62.4","67.4"
"경상북도 봉화군 석포면(4792039000)","49.5","54.4"
"경상북도 울진군 (4793000000)","50.2","55.3"
"경상북도 울진군 울진읍(4793025000)","44.8","48.2"
"경상북도 울진군 평해읍(4793025300)","58.5","65.3"
"경상북도 울진군 북면(4793031000)","43.1","46.3"
"경상북도 울진군 북면하당출장소(4793031500)","60.3","67"
"경상북도 울진군 근남면(4793033000)","54.5","61.8"
"경상북도 울진군 기성면(4793035000)","59.2","66.4"
"경상북도 울진군 온정면(4793036000)","61.7","67.2"
"경상북도 울진군 죽변면(4793037000)","51.4","57.1"
"경상북도 울진군 후포면(4793038000)","51.9","57.1"
"경상북도 울진군 금강송면(4793039000)","62.5","65.7"
"경상북도 울진군 매화면(4793040000)","59.9","66.9"
"경상북도 울릉군 (4794000000)","51.5","55.4"
"경상북도 울릉군 울릉읍(4794025000)","50.5","53.6"
"경상북도 울릉군 서면(4794031000)","54.3","59.7"
"경상북도 울릉군 서면태하출장소(4794031500)","58.1","62.9"
"경상북도 울릉군 북면(4794032000)","52.2","58.2"
"경상남도  (4800000000)","45.5","48.4"
"경상남도 창원시 (4812000000)","44.4","47"
"경상남도 창원시 의창구 (4812100000)","44.5","46.6"
"경상남도 창원시 의창구 동읍(4812125000)","49","52.5"
"경상남도 창원시 의창구 북면(4812131000)","40.6","42"
"경상남도 창원시 의창구 대산면(4812132000)","54.3","59.6"
"경상남도 창원시 의창구 의창동(4812151000)","43.6","45.7"
"경상남도 창원시 의창구 팔룡동(4812152000)","42.6","44.4"
"경상남도 창원시 의창구 명곡동(4812153000)","46","48"
"경상남도 창원시 의창구 봉림동(4812154000)","46","48.9"
"경상남도 창원시 성산구 (4812300000)","42.3","44.2"
"경상남도 창원시 성산구 반송동(4812351000)","42.9","44.5"
"경상남도 창원시 성산구 용지동(4812351500)","43.1","45.3"
"경상남도 창원시 성산구 중앙동(4812352000)","41.1","42.3"
"경상남도 창원시 성산구 상남동(4812353000)","42.4","44.4"
"경상남도 창원시 성산구 사파동(4812354000)","42.8","45.1"
"경상남도 창원시 성산구 가음정동(4812355000)","41.7","43.4"
"경상남도 창원시 성산구 성주동(4812356000)","41.5","42.7"
"경상남도 창원시 성산구 웅남동(4812357000)","46.6","50.3"
"경상남도 창원시 마산합포구 (4812500000)","46.7","50.1"
"경상남도 창원시 마산합포구 구산면(4812531000)","57.4","63.7"
"경상남도 창원시 마산합포구 진동면(4812532000)","47.8","50.6"
"경상남도 창원시 마산합포구 진북면(4812533000)","59.2","63.1"
"경상남도 창원시 마산합포구 진전면(4812534000)","60.6","66.7"
"경상남도 창원시 마산합포구 현동(4812551000)","41.8","43.5"
"경상남도 창원시 마산합포구 가포동(4812552000)","42.3","43.8"
"경상남도 창원시 마산합포구 월영동(4812553000)","41.7","44.5"
