"행정구역","2025년06월_남자 평균연령","2025년06월_여자 평균연령"
"강원특별자치도 강릉시 강동면(5115034000)","56.1","62.9"
"강원특별자치도 강릉시 옥계면(5115035000)","57","62.4"
"강원특별자치도 강릉시 사천면(5115036000)","52.9","55.8"
"강원특별자치도 강릉시 연곡면(5115037000)","53.3","55.7"
"강원특별자치도 강릉시 홍제동(5115051000)","45","47.7"
"강원특별자치도 강릉시 중앙동(5115052000)","52.8","56.9"
"강원특별자치도 강릉시 옥천동(5115054000)","54.6","59.2"
"강원특별자치도 강릉시 교1동(5115055000)","42.8","46"
"강원특별자치도 강릉시 교2동(5115056000)","46.8","49.1"
"강원특별자치도 강릉시 포남1동(5115057100)","50","53.5"
"강원특별자치도 강릉시 포남2동(5115057200)","49.3","53.3"
"강원특별자치도 강릉시 초당동(5115058000)","47.7","51.5"
"강원특별자치도 강릉시 송정동(5115059000)","45","47.1"
"강원특별자치도 강릉시 내곡동(5115060000)","43","45.9"
"강원특별자치도 강릉시 강남동(5115061500)","49.8","54.9"
"강원특별자치도 강릉시 성덕동(5115064500)","43.3","47"
"강원특별자치도 강릉시 경포동(5115066500)","41.7","43.3"
"강원특별자치도 동해시 (5117000000)","46.9","50.1"
"강원특별자치도 동해시 천곡동(5117051000)","44.8","47.6"
"강원특별자치도 동해시 송정동(5117052000)","51.6","58.1"
"강원특별자치도 동해시 북삼동(5117053000)","42.9","45.5"
"강원특별자치도 동해시 부곡동(5117054000)","53.9","57.7"
"강원특별자치도 동해시 동호동(5117055000)","51","54"
"강원특별자치도 동해시 발한동(5117057000)","56.4","62.7"
"강원특별자치도 동해시 묵호동(5117059000)","56.3","62.6"
"강원특별자치도 동해시 북평동(5117060000)","44.8","47.2"
"강원특별자치도 동해시 망상동(5117063000)","55.2","59.4"
"강원특별자치도 동해시 삼화동(5117065000)","56.1","62.4"
"강원특별자치도 태백시 (5119000000)","49.8","53.5"
"강원특별자치도 태백시 황지동(5119051500)","44.7","48.8"
"강원특별자치도 태백시 황연동(5119052500)","54.4","58.6"
"강원특별자치도 태백시 삼수동(5119053500)","51.3","56.5"
"강원특별자치도 태백시 상장동(5119054000)","45.6","48"
"강원특별자치도 태백시 문곡소도동(5119058500)","55.3","57.4"
"강원특별자치도 태백시 장성동(5119059500)","54.2","58.3"
"강원특별자치도 태백시 구문소동(5119060500)","56","64.3"
"강원특별자치도 태백시 철암동(5119061500)","59.2","63.2"
"강원특별자치도 속초시 (5121000000)","46.8","50"
"강원특별자치도 속초시 영랑동(5121051000)","52.2","56.5"
"강원특별자치도 속초시 동명동(5121052000)","46.2","48.7"
"강원특별자치도 속초시 금호동(5121054000)","51.6","56.3"
"강원특별자치도 속초시 교동(5121056000)","48.3","52.3"
"강원특별자치도 속초시 노학동(5121057000)","47.1","50.1"
"강원특별자치도 속초시 조양동(5121058000)","42.9","45.8"
"강원특별자치도 속초시 청호동(5121059000)","49.4","53.4"
"강원특별자치도 속초시 대포동(5121060000)","56.5","60.4"
"강원특별자치도 삼척시 (5123000000)","49.3","53"
"강원특별자치도 삼척시 도계읍(5123025000)","49.2","52.7"
"강원특별자치도 삼척시 원덕읍(5123025300)","56.4","64"
"강원특별자치도 삼척시 원덕읍임원출장소(5123025400)","57.7","64.2"
"강원특별자치도 삼척시 근덕면(5123031000)","58.9","65.6"
"강원특별자치도 삼척시 하장면(5123032000)","59.9","65"
"강원특별자치도 삼척시 노곡면(5123033000)","63","68.4"
"강원특별자치도 삼척시 미로면(5123034000)","60.2","66.2"
"강원특별자치도 삼척시 가곡면(5123035000)","59.8","64.1"
"강원특별자치도 삼척시 신기면(5123036000)","61.5","65.2"
"강원특별자치도 삼척시 남양동(5123051000)","53.9","57.9"
"강원특별자치도 삼척시 교동(5123053000)","40.8","42.9"
"강원특별자치도 삼척시 정라동(5123054000)","45.2","48.2"
"강원특별자치도 삼척시 성내동(5123057000)","49.4","53.2"
"강원특별자치도 홍천군 (5172000000)","51.8","54.6"
"강원특별자치도 홍천군 홍천읍(5172025000)","45.5","48.5"
"강원특별자치도 홍천군 화촌면(5172031000)","59.1","64.3"
"강원특별자치도 홍천군 두촌면(5172032000)","60.8","63.6"
"강원특별자치도 홍천군 내촌면(5172033000)","61","64"
"강원특별자치도 홍천군 서석면(5172034000)","57.2","60.2"
"강원특별자치도 홍천군 영귀미면(5172035200)","59.2","62.3"
"강원특별자치도 홍천군 남면(5172036000)","52.8","56.3"
"강원특별자치도 홍천군 서면(5172037000)","58.6","61.5"
"강원특별자치도 홍천군 북방면(5172038000)","58.2","60.6"
"강원특별자치도 홍천군 내면(5172039000)","58.8","60"
"강원특별자치도 횡성군 (5173000000)","53.5","56.3"
"강원특별자치도 횡성군 횡성읍(5173025000)","47.6","50.6"
"강원특별자치도 횡성군 우천면(5173031000)","57.4","60.6"
"강원특별자치도 횡성군 안흥면(5173032000)","53.4","56.2"
"강원특별자치도 횡성군 둔내면(5173033000)","55.1","58.4"
"강원특별자치도 횡성군 갑천면(5173034000)","61.9","63.1"
"강원특별자치도 횡성군 청일면(5173035000)","61.8","64.9"
"강원특별자치도 횡성군 공근면(5173036000)","60.9","64.1"
"강원특별자치도 횡성군 서원면(5173037000)","59.8","62.9"
"강원특별자치도 횡성군 강림면(5173038000)","60.9","63.7"
"강원특별자치도 영월군 (5175000000)","53.1","56.5"
"강원특별자치도 영월군 영월읍(5175025000)","48","51.7"
"강원특별자치도 영월군 상동읍(5175025300)","57.3","64.8"
"강원특별자치도 영월군 산솔면(5175031200)","59.9","63.6"
"강원특별자치도 영월군 김삿갓면(5175032500)","59.2","61.8"
"강원특별자치도 영월군 북면(5175033000)","59","61.9"
"강원특별자치도 영월군 남면(5175034000)","58.9","63.4"
"강원특별자치도 영월군 한반도면(5175035500)","57.1","59.1"
"강원특별자치도 영월군 한반도면쌍용출장소(5175035900)","58.5","62.6"
"강원특별자치도 영월군 주천면(5175036000)","58.5","61.8"
"강원특별자치도 영월군 무릉도원면(5175038000)","60.7","62"
"강원특별자치도 평창군 (5176000000)","53.4","56.2"
"강원특별자치도 평창군 평창읍(5176025000)","52.1","54.4"
"강원특별자치도 평창군 미탄면(5176031000)","58.4","63"
"강원특별자치도 평창군 방림면(5176032000)","59.4","62.5"
"강원특별자치도 평창군 방림면계촌출장소(5176032500)","59.8","60.5"
"강원특별자치도 평창군 대화면(5176033000)","55.3","58.4"
"강원특별자치도 평창군 봉평면(5176034000)","53.1","54.4"
"강원특별자치도 평창군 용평면(5176035000)","55.7","58.7"
"강원특별자치도 평창군 진부면(5176036000)","52.5","56"
"강원특별자치도 평창군 대관령면(5176038000)","50.1","54.1"
"강원특별자치도 정선군 (5177000000)","53.2","56.3"
"강원특별자치도 정선군 정선읍(5177025000)","49.7","52.8"
"강원특별자치도 정선군 고한읍(5177025300)","49.2","51.6"
"강원특별자치도 정선군 사북읍(5177025600)","51.1","52.8"
"강원특별자치도 정선군 신동읍(5177025900)","55.8","59.7"
"강원특별자치도 정선군 신동읍함백출장소(5177026000)","55","60"
"강원특별자치도 정선군 남면(5177032000)","54","57.7"
"강원특별자치도 정선군 북평면(5177034000)","55.8","59.8"
"강원특별자치도 정선군 임계면(5177035000)","59.9","63.7"
"강원특별자치도 정선군 화암면(5177036000)","58.2","61.9"
"강원특별자치도 정선군 여량면(5177037000)","59.4","63.1"
"강원특별자치도 철원군 (5178000000)","47.7","51.8"
"강원특별자치도 철원군 철원읍(5178025000)","47.7","52.2"
"강원특별자치도 철원군 김화읍(5178025300)","46.5","51.1"
"강원특별자치도 철원군 갈말읍(5178025600)","47.3","51.3"
"강원특별자치도 철원군 동송읍(5178025900)","47.6","50.8"
"강원특별자치도 철원군 서면(5178031000)","46.4","54.7"
"강원특별자치도 철원군 서면와수출장소(5178031500)","47.9","52.8"
"강원특별자치도 철원군 근남면(5178032000)","51.9","56.7"
"강원특별자치도 철원군 근북면(5178033000)","63.4","70"
"강원특별자치도 화천군 (5179000000)","47.3","51.5"
"강원특별자치도 화천군 화천읍(5179025000)","44.7","48.4"
"강원특별자치도 화천군 간동면(5179031000)","57.4","61.6"
"강원특별자치도 화천군 하남면(5179032000)","51.3","54.2"
"강원특별자치도 화천군 상서면(5179033000)","45.2","53.5"
"강원특별자치도 화천군 사내면(5179034000)","45.9","49.2"
"강원특별자치도 양구군 (5180000000)","46.6","50.1"
"강원특별자치도 양구군 양구읍(5180025000)","43.1","45.4"
"강원특별자치도 양구군 국토정중앙면(5180031500)","52.3","59.4"
"강원특별자치도 양구군 동면(5180032000)","51.2","57.8"
"강원특별자치도 양구군 방산면(5180033000)","51.9","59.8"
"강원특별자치도 양구군 해안면(5180034000)","55.5","60.3"
"강원특별자치도 인제군 (5181000000)","46.4","50.2"
"강원특별자치도 인제군 인제읍(5181025000)","44","46.7"
"강원특별자치도 인제군 인제읍귀둔출장소(5181025100)","57.9","58.8"
"강원특별자치도 인제군 남면(5181031000)","47.6","53.5"
"강원특별자치도 인제군 북면(5181032000)","47.7","51.7"
"강원특별자치도 인제군 기린면(5181033000)","48","50.7"
"강원특별자치도 인제군 서화면(5181034000)","43.3","50.7"
"강원특별자치도 인제군 상남면(5181035000)","48.2","53.3"
"강원특별자치도 고성군 (5182000000)","51","55.5"
"강원특별자치도 고성군 간성읍(5182025000)","44.6","48.6"
"강원특별자치도 고성군 거진읍(5182025300)","56.7","61.7"
"강원특별자치도 고성군 현내면(5182031000)","57.9","64.1"
"강원특별자치도 고성군 죽왕면(5182032000)","54.6","59.9"
"강원특별자치도 고성군 토성면(5182033000)","50.1","53.3"
"강원특별자치도 양양군 (5183000000)","52.5","56.2"
"강원특별자치도 양양군 양양읍(5183025000)","48","51.1"
"강원특별자치도 양양군 서면(5183031000)","56.9","60.9"
"강원특별자치도 양양군 손양면(5183032000)","56.8","60.3"
"강원특별자치도 양양군 현북면(5183033000)","56.5","60.7"
"강원특별자치도 양양군 현남면(5183034000)","57.4","62.1"
"강원특별자치도 양양군 강현면(5183035000)","54.3","59"
"충청북도  (4300000000)","45.3","48"
"충청북도 청주시 (4311000000)","42.3","44.7"
"충청북도 청주시 상당구 (4311100000)","43.7","46"
"충청북도 청주시 상당구 낭성면(4311131000)","59.9","64.1"
"충청북도 청주시 상당구 미원면(4311132000)","59.5","64"
"충청북도 청주시 상당구 가덕면(4311133000)","58.7","62.3"
"충청북도 청주시 상당구 남일면(4311134000)","50.9","54.9"
"충청북도 청주시 상당구 문의면(4311135000)","58.3","63.6"
"충청북도 청주시 상당구 중앙동(4311152500)","46.3","49.4"
"충청북도 청주시 상당구 성안동(4311154500)","50.8","54.2"
"충청북도 청주시 상당구 탑대성동(4311162000)","46.7","50.1"
"충청북도 청주시 상당구 영운동(4311167000)","48.8","52.1"
"충청북도 청주시 상당구 금천동(4311168000)","43.4","46.2"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","40.8","42.6"
"충청북도 청주시 상당구 용암1동(4311172000)","40.6","42.5"
"충청북도 청주시 상당구 용암2동(4311173000)","39.2","41.1"
"충청북도 청주시 서원구 (4311200000)","44.3","47.1"
"충청북도 청주시 서원구 남이면(4311231000)","50.9","52.4"
"충청북도 청주시 서원구 현도면(4311232000)","59.9","64.4"
"충청북도 청주시 서원구 사직1동(4311251000)","50.4","52.4"
"충청북도 청주시 서원구 사직2동(4311252000)","43.2","45"
"충청북도 청주시 서원구 사창동(4311253000)","43.3","46.6"
"충청북도 청주시 서원구 모충동(4311254000)","45.2","47.5"
"충청북도 청주시 서원구 산남동(4311255000)","41","42.7"
"충청북도 청주시 서원구 분평동(4311256000)","42.3","45.8"
"충청북도 청주시 서원구 수곡1동(4311257000)","48.9","52.7"
"충청북도 청주시 서원구 수곡2동(4311258000)","47.5","51.3"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","42","45.2"
"충청북도 청주시 흥덕구 (4311300000)","40.6","42.6"
"충청북도 청주시 흥덕구 오송읍(4311325000)","38.3","39.7"
"충청북도 청주시 흥덕구 강내면(4311331000)","46.3","48.2"
"충청북도 청주시 흥덕구 옥산면(4311332000)","42.8","44.4"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","47.4","51"
"충청북도 청주시 흥덕구 복대1동(4311374100)","38","39.4"
"충청북도 청주시 흥덕구 복대2동(4311374200)","44.4","48.8"
"충청북도 청주시 흥덕구 가경동(4311374700)","41.2","43.6"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","41.3","43.2"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","41.9","44"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","41.2","42.9"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","34.2","35.2"
"충청북도 청주시 청원구 (4311400000)","41.7","44.1"
"충청북도 청주시 청원구 내수읍(4311425000)","46.4","50.1"
"충청북도 청주시 청원구 오창읍(4311425300)","37.6","38.6"
"충청북도 청주시 청원구 북이면(4311431000)","57.4","64"
"충청북도 청주시 청원구 우암동(4311451000)","46.8","49.5"
"충청북도 청주시 청원구 내덕1동(4311452000)","50.8","55.1"
"충청북도 청주시 청원구 내덕2동(4311453000)","45.1","47.7"
"충청북도 청주시 청원구 율량.사천동(4311454000)","41.5","44.4"
"충청북도 청주시 청원구 오근장동(4311455000)","39.6","41.5"
"충청북도 충주시 (4313000000)","46.7","49.9"
"충청북도 충주시 주덕읍(4313025000)","48.4","52.5"
"충청북도 충주시 살미면(4313031000)","61.4","64.4"
"충청북도 충주시 수안보면(4313032500)","59","62.8"
"충청북도 충주시 대소원면(4313033500)","43.8","47.7"
"충청북도 충주시 신니면(4313035000)","61.1","65.9"
"충청북도 충주시 노은면(4313036000)","60.6","65.8"
"충청북도 충주시 앙성면(4313037000)","59.9","64.4"
"충청북도 충주시 중앙탑면(4313038500)","38","39.2"
"충청북도 충주시 금가면(4313039000)","45.3","49.8"
"충청북도 충주시 동량면(4313040000)","58.9","62.3"
"충청북도 충주시 산척면(4313041000)","60.4","64.8"
"충청북도 충주시 엄정면(4313042000)","59.5","64.5"
"충청북도 충주시 소태면(4313043000)","60.7","64"
"충청북도 충주시 성내.충인동(4313051500)","53.2","57.4"
"충청북도 충주시 교현.안림동(4313053500)","46.2","49.6"
"충청북도 충주시 교현2동(4313054000)","51.1","54.8"
"충청북도 충주시 용산동(4313055000)","43.6","46.9"
"충청북도 충주시 지현동(4313056000)","50.1","53.6"
"충청북도 충주시 문화동(4313057100)","52.2","55.9"
"충청북도 충주시 호암.직동(4313058000)","38.9","40.8"
"충청북도 충주시 달천동(4313060500)","51.8","53.7"
"충청북도 충주시 봉방동(4313061000)","47.9","51"
"충청북도 충주시 칠금.금릉동(4313062500)","45","48.3"
"충청북도 충주시 연수동(4313063000)","45.1","48.7"
"충청북도 충주시 목행.용탄동(4313064000)","45.1","47.9"
"충청북도 제천시 (4315000000)","48","51"
"충청북도 제천시 봉양읍(4315025000)","56.6","60.2"
"충청북도 제천시 금성면(4315031000)","59.2","64.2"
"충청북도 제천시 청풍면(4315032000)","59.5","63.7"
"충청북도 제천시 수산면(4315033000)","61.7","65.4"
"충청북도 제천시 덕산면(4315034000)","58.1","61.4"
"충청북도 제천시 한수면(4315035000)","57.4","63.1"
"충청북도 제천시 백운면(4315036000)","59.8","63.3"
"충청북도 제천시 송학면(4315038000)","57.1","61"
"충청북도 제천시 교동(4315051000)","43","45.5"
"충청북도 제천시 의림지동(4315051800)","44","47"
"충청북도 제천시 중앙동(4315052800)","52","55.3"
"충청북도 제천시 남현동(4315053700)","52","56.2"
"충청북도 제천시 영서동(4315054700)","46.8","50.3"
"충청북도 제천시 용두동(4315056000)","42.4","44.9"
"충청북도 제천시 신백동(4315057700)","47.5","50.5"
"충청북도 제천시 청전동(4315059000)","50.6","54.5"
"충청북도 제천시 화산동(4315060500)","44.5","47.1"
"충청북도 보은군 (4372000000)","55","59.3"
"충청북도 보은군 보은읍(4372025000)","49.8","53.4"
"충청북도 보은군 속리산면(4372031500)","59.8","64.5"
"충청북도 보은군 장안면(4372032500)","53.4","58.2"
"충청북도 보은군 마로면(4372033000)","60.8","65.8"
"충청북도 보은군 탄부면(4372034000)","62.1","68.2"
"충청북도 보은군 삼승면(4372035000)","57.1","62.8"
"충청북도 보은군 수한면(4372036000)","60","64.2"
"충청북도 보은군 회남면(4372037000)","62.2","65.3"
"충청북도 보은군 회인면(4372038500)","59.7","65.8"
"충청북도 보은군 내북면(4372039000)","60.1","65.8"
"충청북도 보은군 산외면(4372040000)","60.3","64.6"
"충청북도 옥천군 (4373000000)","52.6","55.9"
"충청북도 옥천군 옥천읍(4373025000)","47.1","50"
"충청북도 옥천군 동이면(4373031000)","58.5","63.1"
"충청북도 옥천군 안남면(4373032000)","60.8","65.7"
"충청북도 옥천군 안내면(4373033000)","61.3","65.7"
"충청북도 옥천군 청성면(4373034000)","62.9","67.8"
"충청북도 옥천군 청산면(4373035000)","61.5","66.1"
"충청북도 옥천군 이원면(4373036000)","59.3","63.7"
"충청북도 옥천군 군서면(4373037000)","60.7","64.4"
"충청북도 옥천군 군북면(4373038000)","59.4","61.8"
"충청북도 영동군 (4374000000)","54","57.7"
"충청북도 영동군 영동읍(4374025000)","47.6","50.7"
"충청북도 영동군 용산면(4374031000)","58.4","60.7"
"충청북도 영동군 황간면(4374032000)","56.1","60.7"
"충청북도 영동군 추풍령면(4374033500)","58.6","63.5"
"충청북도 영동군 매곡면(4374034000)","59","64"
"충청북도 영동군 상촌면(4374035000)","61","65.5"
"충청북도 영동군 양강면(4374036000)","57","61.8"
"충청북도 영동군 용화면(4374037000)","60.3","65.2"
"충청북도 영동군 학산면(4374038000)","60.8","65.8"
"충청북도 영동군 양산면(4374039000)","61.1","65.9"
"충청북도 영동군 심천면(4374040000)","60.7","64.6"
"충청북도 증평군 (4374500000)","44.9","47.9"
"충청북도 증평군 증평읍(4374525000)","44.2","47.2"
"충청북도 증평군 도안면(4374531000)","58.1","63.8"
"충청북도 진천군 (4375000000)","44.2","46.7"
"충청북도 진천군 진천읍(4375025000)","45.2","48.5"
"충청북도 진천군 덕산읍(4375025300)","37.5","38.2"
"충청북도 진천군 초평면(4375032000)","57.5","63.1"
"충청북도 진천군 문백면(4375033000)","57","60.8"
"충청북도 진천군 백곡면(4375034000)","59.9","64.5"
"충청북도 진천군 이월면(4375035000)","52.9","57.3"
"충청북도 진천군 광혜원면(4375037000)","45.5","48.1"
"충청북도 괴산군 (4376000000)","56.2","59.7"
"충청북도 괴산군 괴산읍(4376025000)","48","51.2"
"충청북도 괴산군 감물면(4376031000)","59.1","62"
"충청북도 괴산군 장연면(4376032000)","60.2","63.2"
"충청북도 괴산군 연풍면(4376033000)","60.5","63.7"
"충청북도 괴산군 칠성면(4376034000)","57","60.3"
"충청북도 괴산군 문광면(4376035000)","58","62.3"
"충청북도 괴산군 청천면(4376036000)","59.8","63.3"
"충청북도 괴산군 청안면(4376037000)","58.1","62.3"
"충청북도 괴산군 사리면(4376039000)","58.7","63.2"
"충청북도 괴산군 소수면(4376040000)","58.5","61.8"
"충청북도 괴산군 불정면(4376041000)","59.7","64.6"
"충청북도 음성군 (4377000000)","48.7","51.4"
"충청북도 음성군 음성읍(4377025000)","50.8","53.8"
"충청북도 음성군 금왕읍(4377025300)","47.4","50.6"
"충청북도 음성군 소이면(4377031000)","59.8","65.3"
"충청북도 음성군 원남면(4377032000)","59.2","63.5"
"충청북도 음성군 맹동면(4377033000)","42.3","43.3"
"충청북도 음성군 대소면(4377034000)","45","46.3"
"충청북도 음성군 삼성면(4377035000)","53.9","58.3"
"충청북도 음성군 생극면(4377036000)","55","60"
"충청북도 음성군 감곡면(4377037000)","51.2","53.2"
"충청북도 단양군 (4380000000)","54.6","58.1"
"충청북도 단양군 단양읍(4380025000)","48.5","51.8"
"충청북도 단양군 매포읍(4380025300)","52.8","57.8"
"충청북도 단양군 대강면(4380031000)","60.7","63.3"
"충청북도 단양군 가곡면(4380032000)","59.9","63"
"충청북도 단양군 영춘면(4380033000)","59.3","62.6"
"충청북도 단양군 어상천면(4380034000)","61.6","64.3"
"충청북도 단양군 적성면(4380035000)","62.5","65.5"
"충청북도 단양군 단성면(4380036000)","59.1","63"
"충청남도  (4400000000)","45.3","48"
"충청남도 천안시 (4413000000)","41.5","43.2"
"충청남도 천안시 동남구 (4413100000)","43.9","45.8"
"충청남도 천안시 동남구 목천읍(4413125000)","47","49.8"
"충청남도 천안시 동남구 풍세면(4413131000)","44.1","46.5"
"충청남도 천안시 동남구 광덕면(4413132000)","57.4","61.2"
"충청남도 천안시 동남구 북면(4413133000)","56","59.7"
"충청남도 천안시 동남구 성남면(4413134000)","58","61.8"
"충청남도 천안시 동남구 수신면(4413135000)","56.8","62.8"
"충청남도 천안시 동남구 병천면(4413136000)","50.8","56.2"
"충청남도 천안시 동남구 동면(4413137000)","60.7","66.3"
"충청남도 천안시 동남구 중앙동(4413151000)","53.3","55.9"
"충청남도 천안시 동남구 문성동(4413152000)","41.5","43.1"
"충청남도 천안시 동남구 원성1동(4413153000)","49.5","53.2"
"충청남도 천안시 동남구 원성2동(4413154000)","50.8","54.5"
"충청남도 천안시 동남구 봉명동(4413155000)","44.7","46.7"
"충청남도 천안시 동남구 일봉동(4413156000)","42.8","44.3"
"충청남도 천안시 동남구 신방동(4413157000)","40.1","42.5"
"충청남도 천안시 동남구 청룡동(4413158000)","40.2","41.8"
"충청남도 천안시 동남구 신안동(4413159000)","41.9","42.3"
"충청남도 천안시 서북구 (4413300000)","40","41.5"
"충청남도 천안시 서북구 성환읍(4413325000)","49.7","53.3"
"충청남도 천안시 서북구 성거읍(4413325300)","44.8","46.3"
"충청남도 천안시 서북구 직산읍(4413325600)","45","48"
"충청남도 천안시 서북구 입장면(4413331000)","52.9","57.8"
"충청남도 천안시 서북구 성정1동(4413351000)","46.4","48.6"
"충청남도 천안시 서북구 성정2동(4413352000)","42.3","43.6"
"충청남도 천안시 서북구 쌍용1동(4413353000)","45","47.5"
"충청남도 천안시 서북구 쌍용2동(4413354000)","41","43.4"
"충청남도 천안시 서북구 쌍용3동(4413355000)","43.1","46.7"
"충청남도 천안시 서북구 백석동(4413356000)","37.5","38.7"
"충청남도 천안시 서북구 불당1동(4413356600)","37.2","38.3"
"충청남도 천안시 서북구 불당2동(4413356700)","33.8","34.2"
"충청남도 천안시 서북구 부성1동(4413358000)","38.2","39.2"
"충청남도 천안시 서북구 부성2동(4413359000)","35","35.3"
"충청남도 공주시 (4415000000)","50.2","53"
"충청남도 공주시 유구읍(4415025000)","57.3","61.8"
"충청남도 공주시 이인면(4415031000)","59","64.2"
"충청남도 공주시 탄천면(4415032000)","59.7","64.5"
"충청남도 공주시 계룡면(4415033000)","58.9","62.6"
"충청남도 공주시 반포면(4415034000)","55.8","58.8"
"충청남도 공주시 의당면(4415036000)","53.2","56.9"
"충청남도 공주시 정안면(4415037000)","56.3","64.2"
"충청남도 공주시 우성면(4415038000)","57.3","62.4"
"충청남도 공주시 사곡면(4415039000)","59.3","63.4"
"충청남도 공주시 신풍면(4415040000)","59.6","63.1"
"충청남도 공주시 중학동(4415051000)","48.6","53.6"
"충청남도 공주시 웅진동(4415054000)","48.7","53.4"
"충청남도 공주시 금학동(4415055000)","48","46.2"
"충청남도 공주시 옥룡동(4415056000)","52.3","56.8"
"충청남도 공주시 신관동(4415057000)","42.7","44.2"
"충청남도 공주시 월송동(4415059000)","40.9","43"
"충청남도 보령시 (4418000000)","50.2","53.9"
"충청남도 보령시 웅천읍(4418025000)","58.2","63.8"
"충청남도 보령시 주포면(4418031000)","56.5","63.2"
"충청남도 보령시 오천면(4418032000)","58.2","62.5"
"충청남도 보령시 오천면어항출장소(4418032500)","55.1","59.2"
"충청남도 보령시 원산출장소(4418032900)","56.9","62.8"
"충청남도 보령시 천북면(4418033000)","58.8","64.2"
"충청남도 보령시 청소면(4418034000)","60.6","67.2"
"충청남도 보령시 청라면(4418035000)","58.7","63.8"
"충청남도 보령시 남포면(4418036000)","58","63"
"충청남도 보령시 주산면(4418038000)","62.4","68.3"
"충청남도 보령시 미산면(4418039000)","61.7","67.1"
"충청남도 보령시 성주면(4418040000)","56.1","62.4"
"충청남도 보령시 주교면(4418041000)","55.2","59.1"
"충청남도 보령시 대천1동(4418051500)","47.1","50.1"
"충청남도 보령시 대천2동(4418052500)","48.5","51.4"
"충청남도 보령시 대천3동(4418053500)","42.2","44.7"
"충청남도 보령시 대천4동(4418054500)","42.3","45.6"
"충청남도 보령시 대천5동(4418056500)","54.2","58"
"충청남도 아산시 (4420000000)","41.3","42.9"
"충청남도 아산시 염치읍(4420025000)","52.6","56.7"
"충청남도 아산시 배방읍(4420025300)","38","39"
"충청남도 아산시 송악면(4420031000)","54.6","57.5"
"충청남도 아산시 탕정면(4420033000)","33.8","33.5"
"충청남도 아산시 음봉면(4420035000)","40.7","42"
"충청남도 아산시 둔포면(4420036000)","41.9","43.1"
"충청남도 아산시 영인면(4420037000)","56.3","61.1"
"충청남도 아산시 인주면(4420038000)","53.1","58.9"
"충청남도 아산시 선장면(4420039000)","60.6","65.2"
"충청남도 아산시 도고면(4420040000)","57.9","61.9"
"충청남도 아산시 신창면(4420041000)","44.8","47.2"
"충청남도 아산시 온양1동(4420057000)","43.7","45.9"
"충청남도 아산시 온양2동(4420058000)","47.9","52.4"
"충청남도 아산시 온양3동(4420059000)","40.7","42.2"
"충청남도 아산시 온양4동(4420060000)","44.9","48.6"
"충청남도 아산시 온양5동(4420061000)","41.8","44.8"
"충청남도 아산시 온양6동(4420062000)","42.9","44.9"
"충청남도 서산시 (4421000000)","45.3","48.5"
"충청남도 서산시 대산읍(4421025000)","48.2","53.5"
"충청남도 서산시 인지면(4421031000)","50.7","54.6"
"충청남도 서산시 부석면(4421032000)","60.5","66"
"충청남도 서산시 팔봉면(4421033000)","61.7","65.6"
"충청남도 서산시 지곡면(4421034000)","49.6","53.3"
"충청남도 서산시 성연면(4421036000)","36.7","37.8"
"충청남도 서산시 음암면(4421037000)","52.2","56.3"
"충청남도 서산시 운산면(4421038000)","59.3","63.9"
"충청남도 서산시 해미면(4421039000)","53.6","58.2"
"충청남도 서산시 고북면(4421040000)","50.8","57.7"
"충청남도 서산시 부춘동(4421051000)","43.7","46.9"
"충청남도 서산시 동문1동(4421052500)","43.9","48"
"충청남도 서산시 동문2동(4421053500)","46.6","50.7"
"충청남도 서산시 수석동(4421054000)","42","44"
"충청남도 서산시 석남동(4421055000)","39.2","41.1"
"충청남도 논산시 (4423000000)","50.1","53.9"
"충청남도 논산시 강경읍(4423025000)","54.4","59"
"충청남도 논산시 연무읍(4423025300)","50.1","54.9"
"충청남도 논산시 성동면(4423031000)","58.6","63.6"
"충청남도 논산시 광석면(4423032000)","58","62.4"
"충청남도 논산시 노성면(4423033000)","57","63.3"
"충청남도 논산시 상월면(4423034000)","58.9","62.2"
"충청남도 논산시 부적면(4423035000)","58.3","62.6"
"충청남도 논산시 연산면(4423036000)","58.1","62"
"충청남도 논산시 벌곡면(4423038000)","59.8","64.9"
"충청남도 논산시 양촌면(4423039000)","52.8","57.3"
"충청남도 논산시 가야곡면(4423040000)","59.8","65.5"
"충청남도 논산시 은진면(4423041000)","54","59.8"
"충청남도 논산시 채운면(4423042000)","58.1","62.1"
"충청남도 논산시 취암동(4423051000)","42.7","45.4"
"충청남도 논산시 부창동(4423052000)","45.7","49.2"
"충청남도 계룡시 (4425000000)","41.4","43.9"
"충청남도 계룡시 두마면(4425031000)","40.8","42.2"
"충청남도 계룡시 엄사면(4425031500)","45.2","49.4"
"충청남도 계룡시 신도안면(4425033000)","31.1","31"
"충청남도 계룡시 금암동(4425051000)","44.7","46.7"
"충청남도 당진시 (4427000000)","45.2","47.5"
"충청남도 당진시 합덕읍(4427025000)","55.6","61.1"
